epoch,accuracy,loss
1,0.9666666666666667,0.1511044733114258
2,0.9666666666666667,0.15891044085309103
3,0.9666666666666667,0.15891044085309103
4,0.9666666666666667,0.15891044085309103
5,0.9666666666666667,0.15891044085309103
